Id,Category
1204,Barbra Streisand
1205,Ben Affleck
1206,Alexandra Daddario
1207,Bill Pullman
1208,Amy Schumer
1209,"2 faces detected, skipping"
1210,"0 faces detected, skipping"
1211,Ben Foster
1212,Ben Foster
1213,Aaron Paul
1214,Anne Baxter
1215,Anne Hathaway
1216,Bill O Reilly
1217,Amy Schumer
1218,Ava Gardner
1219,"2 faces detected, skipping"
1220,Angelina Jolie
1221,Ashley Graham
1222,"2 faces detected, skipping"
1223,Amy Adams
1224,Barbra Streisand
1225,"0 faces detected, skipping"
1226,"2 faces detected, skipping"
1227,Barbra Streisand
1228,Anthony Perkins
1229,Barry Pepper
1230,"0 faces detected, skipping"
1231,Bill Murray
1232,Alexis Thorpe
1233,Aaron Taylor-Johnson
1234,Ashley Graham
1235,Alx James
1236,Amy Schumer
1237,Amanda Crew
1238,"0 faces detected, skipping"
1239,Andie MacDowell
1240,Bill O Reilly
1241,"0 faces detected, skipping"
1242,Audrey Tautou
1243,Alx James
1244,Albert Finney
1245,Bill Hader
1246,AnnaSophia Robb
1247,Alec Baldwin
1248,Anjelica Huston
1249,Alx James
1250,Barry Pepper
1251,Audrey Tautou
1252,Bette Midler
1253,Andrew Garfield
1254,Amanda Peet
1255,"2 faces detected, skipping"
1256,"0 faces detected, skipping"
1257,Al Roker
1258,Benjamin Bratt
1259,Beyonce Knowles
1260,Bernie Mac
1261,"3 faces detected, skipping"
1262,Barry Pepper
1263,"2 faces detected, skipping"
1264,Anthony Mackie
1265,Ashton Kutcher
1266,"2 faces detected, skipping"
1267,Antonio Banderas
1268,Andreea Diaconu
1269,"2 faces detected, skipping"
1270,Amy Schumer
1271,Ben Foster
1272,Art Carney
1273,Al Roker
1274,"2 faces detected, skipping"
1275,Bette Midler
1276,Amy Schumer
1277,Amy Schumer
1278,Audrey Hepburn
1279,Adam Sandler
1280,"0 faces detected, skipping"
1281,Anne Hathaway
1282,Analeigh Tipton
1283,Bill Murray
1284,Ashley Graham
1285,Alicia Vikander
1286,Amy Adams
1287,Berenice Bejo
1288,Audrey Hepburn
1289,"2 faces detected, skipping"
1290,Al Pacino
1291,Antonio Banderas
1292,Arnold Schwarzenegger
1293,Audrey Hepburn
1294,"2 faces detected, skipping"
1295,Bette Midler
1296,Adele
1297,"2 faces detected, skipping"
1298,Ben Foster
1299,Albert Finney
1300,Angelina Jolie
1301,"0 faces detected, skipping"
1302,Barabara Palvin
1303,Albert Finney
1304,Anne Baxter
1305,Adele
1306,Barry Pepper
1307,"5 faces detected, skipping"
1308,"0 faces detected, skipping"
1309,Barabara Palvin
1310,Amanda Bynes
1311,"2 faces detected, skipping"
1312,Amanda Peet
1313,Al Pacino
1314,Aaron Paul
1315,Anjelica Huston
1316,Ava Gardner
1317,Audrey Hepburn
1318,Bill O Reilly
1319,Audrey Tautou
1320,Barabara Palvin
1321,"0 faces detected, skipping"
1322,Barbra Streisand
1323,Bill Murray
1324,Ben Kingsley
1325,Bill Hader
1326,Anne Baxter
1327,bella thorne
1328,"2 faces detected, skipping"
1329,bella thorne
1330,"0 faces detected, skipping"
1331,Amy Adams
1332,"4 faces detected, skipping"
1333,"2 faces detected, skipping"
1334,"2 faces detected, skipping"
1335,Alan Arkin
1336,Ali Larter
1337,AnnaSophia Robb
1338,AnnaSophia Robb
1339,Anna Friel
1340,Adrien Brody
1341,Alexandra Daddario
1342,"2 faces detected, skipping"
1343,"2 faces detected, skipping"
1344,Anna Kendrick
1345,Andy Serkis
1346,Betty White
1347,No match found
1348,"3 faces detected, skipping"
1349,Alx James
1350,Bill Hader
1351,"0 faces detected, skipping"
1352,Betty White
1353,Bill Daley
1354,Alexander Skarsgard
1355,Anthony Perkins
1356,"2 faces detected, skipping"
1357,"5 faces detected, skipping"
1358,Alessandra Ambrosio
1359,Anderson Cooper
1360,Annette Bening
1361,Anthony Mackie
1362,"0 faces detected, skipping"
1363,Adrianne Palicki
1364,"3 faces detected, skipping"
1365,Ashley Greene
1366,Anna Friel
1367,Ashley Graham
1368,Audrey Tautou
1369,"2 faces detected, skipping"
1370,Anna Kendrick
1371,Angelina Jolie
1372,Anjelica Huston
1373,Annette Bening
1374,"0 faces detected, skipping"
1375,"2 faces detected, skipping"
1376,Ben Foster
1377,Adrien Brody
1378,Alice Eve
1379,Anne Baxter
1380,"2 faces detected, skipping"
1381,"2 faces detected, skipping"
1382,Bill Murray
1383,Anna Faris
1384,Amber Heard
1385,Barabara Palvin
1386,Amber Heard
1387,Andie MacDowell
1388,"4 faces detected, skipping"
1389,Anderson Cooper
1390,Bernie Mac
1391,Adrien Brody
1392,"0 faces detected, skipping"
1393,Bill Paxton
1394,Barabara Palvin
1395,Adriana Barraza
1396,Amy Ryan
1397,Anne Baxter
1398,Alan Rickman
1399,"0 faces detected, skipping"
1400,Betty White
1401,Ashley Graham
1402,Ava Gardner
1403,Albert Brooks
1404,Alice Eve
1405,Alexis Thorpe
1406,Arnold Schwarzenegger
1407,Aaron Taylor-Johnson
1408,"0 faces detected, skipping"
1409,"0 faces detected, skipping"
1410,Amanda Peet
1411,Bill Murray
1412,Andrew Garfield
1413,Anthony Hopkins
1414,Bill Rancic
1415,Adrianne Palicki
1416,"0 faces detected, skipping"
1417,Andy Serkis
1418,"0 faces detected, skipping"
1419,Benedict Cumberbatch
1420,Adam Sandler
1421,Alan Arkin
1422,Ava Gardner
1423,Ben Stiller
1424,Amanda Peet
1425,Ben Affleck
1426,Andie MacDowell
1427,"4 faces detected, skipping"
1428,Ben Stiller
1429,Anjelica Huston
1430,Analeigh Tipton
1431,Anthony Hopkins
1432,"2 faces detected, skipping"
1433,Anne Hathaway
1434,Andy Samberg
1435,Antonio Banderas
1436,Benjamin Bratt
1437,"2 faces detected, skipping"
1438,Andrew Garfield
1439,Bill Hader
1440,"2 faces detected, skipping"
1441,"3 faces detected, skipping"
1442,Benicio Del Toro
1443,Ben Stiller
1444,Bill Pullman
1445,Ali Larter
1446,"0 faces detected, skipping"
1447,Adriana Lima
1448,Bill Pullman
1449,Alex Pettyfer
1450,Amy Schumer
1451,Arnold Schwarzenegger
1452,Andreea Diaconu
1453,Ashley Graham
1454,"2 faces detected, skipping"
1455,"0 faces detected, skipping"
1456,Barabara Palvin
1457,Anna Paquin
1458,Al Pacino
1459,Bernie Mac
1460,"2 faces detected, skipping"
1461,Anthony Hopkins
1462,AnnaSophia Robb
1463,Barabara Palvin
1464,"2 faces detected, skipping"
1465,"0 faces detected, skipping"
1466,Al Pacino
1467,"2 faces detected, skipping"
1468,Aaron Taylor-Johnson
1469,"0 faces detected, skipping"
1470,Anne Bancroft
1471,Amy Ryan
1472,"3 faces detected, skipping"
1473,Anna Paquin
1474,Barabara Palvin
1475,Adrianne Palicki
1476,"2 faces detected, skipping"
1477,"0 faces detected, skipping"
1478,Bella Hadid
1479,"4 faces detected, skipping"
1480,"0 faces detected, skipping"
1481,Andreea Diaconu
1482,Ben Kingsley
1483,Alan Alda
1484,Alessandra Ambrosio
1485,Al Pacino
1486,Andy Murray
1487,Andrew Luck
1488,Beyonce Knowles
1489,Beyonce Knowles
1490,Andy Murray
1491,Alan Arkin
1492,"0 faces detected, skipping"
1493,Ben Stiller
1494,Adrianne Palicki
1495,"2 faces detected, skipping"
1496,Alec Baldwin
1497,Beyonce Knowles
1498,Alexandra Daddario
1499,"0 faces detected, skipping"
1500,Bernie Mac
1501,Alexander Skarsgard
1502,Ben Johnson
1503,Anne Bancroft
1504,Antonio Banderas
1505,Bernie Mac
1506,Alx James
1507,Alexander Skarsgard
1508,"0 faces detected, skipping"
1509,Ben Foster
1510,"2 faces detected, skipping"
1511,"2 faces detected, skipping"
1512,Al Roker
1513,Berenice Bejo
1514,"0 faces detected, skipping"
1515,Barabara Palvin
1516,Anna Kendrick
1517,Antonio Banderas
1518,"0 faces detected, skipping"
1519,"0 faces detected, skipping"
1520,Bill Paxton
1521,Bill Hader
1522,Arnold Schwarzenegger
1523,Alexis Thorpe
1524,Aaron Taylor-Johnson
1525,Alx James
1526,Adele
1527,Alan Arkin
1528,Ben Kingsley
1529,Bill Daley
1530,"2 faces detected, skipping"
1531,"0 faces detected, skipping"
1532,Adrianne Palicki
1533,Andreea Diaconu
1534,"2 faces detected, skipping"
1535,Ashley Judd
1536,Analeigh Tipton
1537,Alx James
1538,"3 faces detected, skipping"
1539,Bill O Reilly
1540,Arnold Schwarzenegger
1541,Anne Hathaway
1542,Alan Alda
1543,Anne Bancroft
1544,Alexandra Daddario
1545,Arnold Schwarzenegger
1546,"2 faces detected, skipping"
1547,Barbra Streisand
1548,"3 faces detected, skipping"
1549,Amber Heard
1550,Angelina Jolie
1551,"3 faces detected, skipping"
1552,Ben Affleck
1553,Andy Samberg
1554,Ashton Kutcher
1555,Alex Pettyfer
1556,Audrey Tautou
1557,Angela Bassett
1558,Adriana Barraza
1559,Adriana Lima
1560,"3 faces detected, skipping"
1561,AnnaSophia Robb
1562,"2 faces detected, skipping"
1563,Andrew Lincoln
1564,Ben Johnson
1565,Alex Pettyfer
1566,Ashley Graham
1567,Andy Serkis
1568,Amanda Crew
1569,"0 faces detected, skipping"
1570,Audrey Hepburn
1571,Anderson Cooper
1572,Amy Ryan
1573,Ben Stiller
1574,Andrew Lincoln
1575,Aaron Judge
1576,Andrew Lincoln
1577,"2 faces detected, skipping"
1578,Barabara Palvin
1579,Ben Stiller
1580,Adrien Brody
1581,Al Pacino
1582,Bill Pullman
1583,Amanda Seyfried
1584,"0 faces detected, skipping"
1585,Ali Larter
1586,Bill Hader
1587,"0 faces detected, skipping"
1588,Adam Sandler
1589,Barabara Palvin
1590,Amber Heard
1591,Anna Faris
1592,Audrey Hepburn
1593,Ava Gardner
1594,Ben Kingsley
1595,"2 faces detected, skipping"
1596,Antonio Banderas
1597,Alan Arkin
1598,Aaron Judge
1599,"0 faces detected, skipping"
1600,"4 faces detected, skipping"
1601,Antonio Banderas
1602,Anne Hathaway
1603,Albert Brooks
1604,Anna Kendrick
1605,Andrew Lincoln
1606,Al Pacino
1607,Bill Pullman
1608,"2 faces detected, skipping"
1609,Amanda Seyfried
1610,Anderson Cooper
1611,Beyonce Knowles
1612,Anthony Hopkins
1613,Alan Rickman
1614,Anne Hathaway
1615,"3 faces detected, skipping"
1616,Barabara Palvin
1617,"0 faces detected, skipping"
1618,Alexander Skarsgard
1619,"2 faces detected, skipping"
1620,"2 faces detected, skipping"
1621,Adam Sandler
1622,"2 faces detected, skipping"
1623,"2 faces detected, skipping"
1624,Billy Bob Thornton
1625,Alicia Vikander
1626,Alan Alda
1627,Adrien Brody
1628,Audrey Hepburn
1629,"0 faces detected, skipping"
1630,Andy Serkis
1631,Antonio Banderas
1632,Amber Heard
1633,Andrew Lincoln
1634,Alice Eve
1635,Alexander Skarsgard
1636,Alan Arkin
1637,"3 faces detected, skipping"
1638,"2 faces detected, skipping"
1639,"0 faces detected, skipping"
1640,Anderson Cooper
1641,"2 faces detected, skipping"
1642,Anna Friel
1643,"3 faces detected, skipping"
1644,Alicia Vikander
1645,Ben Johnson
1646,Adam Sandler
1647,Angela Bassett
1648,Ben Johnson
1649,Ashley Graham
1650,Anna Paquin
1651,No match found
1652,"0 faces detected, skipping"
1653,Akemi Darenogare
1654,Andrew Garfield
1655,Andrew Lincoln
1656,"2 faces detected, skipping"
1657,"2 faces detected, skipping"
1658,"0 faces detected, skipping"
1659,Antonio Banderas
1660,Andrew Lincoln
1661,"2 faces detected, skipping"
1662,Amy Adams
1663,"0 faces detected, skipping"
1664,Andrew Lincoln
1665,"0 faces detected, skipping"
1666,Ben Foster
1667,Al Roker
1668,Amanda Peet
1669,"3 faces detected, skipping"
1670,"2 faces detected, skipping"
1671,Amy Ryan
1672,Armin Mueller-Stahl
1673,"2 faces detected, skipping"
1674,"2 faces detected, skipping"
1675,"2 faces detected, skipping"
1676,Andrew Lincoln
1677,Anna Kendrick
1678,Adam Sandler
1679,Anna Kendrick
1680,Ben Stiller
1681,"4 faces detected, skipping"
1682,"0 faces detected, skipping"
1683,Adele
1684,Anna Friel
1685,Bill O Reilly
1686,"2 faces detected, skipping"
1687,Anna Friel
1688,Aaron Taylor-Johnson
1689,Al Pacino
1690,Adam Sandler
1691,"0 faces detected, skipping"
1692,Anthony Mackie
1693,"3 faces detected, skipping"
1694,Beyonce Knowles
1695,Andy Murray
1696,Anthony Hopkins
1697,Al Pacino
1698,Ben Affleck
1699,Analeigh Tipton
1700,Alan Rickman
1701,Antonio Banderas
1702,Amy Schumer
1703,Andrew Garfield
1704,"0 faces detected, skipping"
1705,"2 faces detected, skipping"
1706,Audrey Tautou
1707,No match found
1708,Akemi Darenogare
1709,Beyonce Knowles
1710,Amber Heard
1711,Anna Paquin
1712,Bill O Reilly
1713,Amber Heard
1714,"4 faces detected, skipping"
1715,Adam Sandler
1716,"6 faces detected, skipping"
1717,Benjamin Bratt
1718,"2 faces detected, skipping"
1719,Angelina Jolie
1720,Bill Paxton
1721,Alexis Thorpe
1722,Anne Hathaway
1723,Anthony Hopkins
1724,Alx James
1725,Al Pacino
1726,Bella Hadid
1727,Alex Pettyfer
1728,Adele
1729,Bette Midler
1730,Barabara Palvin
1731,"2 faces detected, skipping"
1732,Barabara Palvin
1733,Antonio Banderas
1734,Amy Ryan
1735,"0 faces detected, skipping"
1736,Amy Adams
1737,Beyonce Knowles
1738,Amy Ryan
1739,Ashley Graham
1740,Ben Kingsley
1741,"0 faces detected, skipping"
1742,Ben Johnson
1743,Aaron Taylor-Johnson
1744,Amanda Bynes
1745,"2 faces detected, skipping"
1746,Ashley Judd
1747,"0 faces detected, skipping"
1748,"3 faces detected, skipping"
1749,"0 faces detected, skipping"
1750,Ashton Kutcher
1751,Adriana Barraza
1752,Analeigh Tipton
1753,Amber Heard
1754,Bernie Mac
1755,Annette Bening
1756,Aaron Paul
1757,"4 faces detected, skipping"
1758,"2 faces detected, skipping"
1759,Adele
1760,Betty White
1761,Albert Finney
1762,AnnaSophia Robb
1763,Andrew Garfield
1764,Alexander Skarsgard
1765,Anna Kendrick
1766,Al Pacino
1767,Alexander Skarsgard
1768,Alessandra Ambrosio
1769,Bill Paxton
1770,Al Pacino
1771,"0 faces detected, skipping"
1772,Andrew Garfield
1773,Alan Alda
1774,"0 faces detected, skipping"
1775,Antonio Banderas
1776,Aaron Taylor-Johnson
1777,Al Pacino
1778,Alessandra Ambrosio
1779,Annette Bening
1780,Anderson Cooper
1781,Billy Bob Thornton
1782,"2 faces detected, skipping"
1783,Barabara Palvin
1784,Ashley Graham
1785,Analeigh Tipton
1786,Anna Paquin
1787,"2 faces detected, skipping"
1788,Ali Larter
1789,Benedict Cumberbatch
1790,"3 faces detected, skipping"
1791,Anjelica Huston
1792,"3 faces detected, skipping"
1793,Ashley Graham
1794,"0 faces detected, skipping"
1795,"2 faces detected, skipping"
1796,"0 faces detected, skipping"
1797,Aaron Taylor-Johnson
1798,Amanda Peet
1799,Alx James
1800,Bill Paxton
1801,Amy Adams
1802,Alicia Vikander
1803,Ben Johnson
1804,Alex Pettyfer
1805,Alessandra Ambrosio
1806,"2 faces detected, skipping"
1807,Art Carney
1808,Ben Kingsley
1809,Barry Pepper
1810,Art Carney
1811,Amy Adams
1812,Benedict Cumberbatch
1813,Anne Hathaway
1814,"0 faces detected, skipping"
1815,Beyonce Knowles
1816,Alx James
1817,"0 faces detected, skipping"
1818,"0 faces detected, skipping"
1819,Akemi Darenogare
1820,Ben Affleck
1821,Antonio Banderas
1822,"0 faces detected, skipping"
1823,"2 faces detected, skipping"
1824,Adriana Barraza
1825,Benjamin Bratt
1826,"0 faces detected, skipping"
1827,Alexander Skarsgard
1828,"0 faces detected, skipping"
1829,Anthony Hopkins
1830,"3 faces detected, skipping"
1831,Bette Midler
1832,Bella Hadid
1833,Bill Murray
1834,Andy Murray
1835,Ben Kingsley
1836,Beyonce Knowles
1837,Ben Foster
1838,Anne Bancroft
1839,Amanda Crew
1840,Beyonce Knowles
1841,"2 faces detected, skipping"
1842,Antonio Banderas
1843,Amy Schumer
1844,Adam Sandler
1845,"2 faces detected, skipping"
1846,Andie MacDowell
1847,Benedict Cumberbatch
1848,"0 faces detected, skipping"
1849,Alexander Skarsgard
1850,Alexandra Daddario
1851,Al Pacino
1852,Bill Paxton
1853,Andy Garcia
1854,Bill Paxton
1855,"0 faces detected, skipping"
1856,"0 faces detected, skipping"
1857,Amber Heard
1858,Adrianne Palicki
1859,Armin Mueller-Stahl
1860,Albert Brooks
1861,"2 faces detected, skipping"
1862,Ben Affleck
1863,Alessandra Ambrosio
1864,Anthony Hopkins
1865,"0 faces detected, skipping"
1866,"2 faces detected, skipping"
1867,Art Carney
1868,"0 faces detected, skipping"
1869,"2 faces detected, skipping"
1870,"0 faces detected, skipping"
1871,Alex Pettyfer
1872,Aaron Paul
1873,Ashton Kutcher
1874,Anne Hathaway
1875,"2 faces detected, skipping"
1876,Anne Hathaway
1877,Amanda Seyfried
1878,Alessandra Ambrosio
1879,Benjamin Bratt
1880,Anthony Perkins
1881,"2 faces detected, skipping"
1882,Andreea Diaconu
1883,Andy Murray
1884,No match found
1885,"2 faces detected, skipping"
1886,Barabara Palvin
1887,Alx James
1888,Amanda Peet
1889,"2 faces detected, skipping"
1890,Adele
1891,Andie MacDowell
1892,Al Pacino
1893,Anthony Mackie
1894,Benicio Del Toro
1895,Anne Hathaway
1896,"2 faces detected, skipping"
1897,Andy Murray
1898,Amy Ryan
1899,Alexandra Daddario
1900,Alex Pettyfer
1901,Ava Gardner
1902,Bill Hader
1903,Amanda Seyfried
1904,Amy Adams
1905,Ashton Kutcher
1906,Amanda Crew
1907,"0 faces detected, skipping"
1908,Amanda Bynes
1909,Amy Ryan
1910,"2 faces detected, skipping"
1911,Analeigh Tipton
1912,Benedict Cumberbatch
1913,Alan Rickman
1914,Adriana Barraza
1915,Anne Hathaway
1916,Ben Foster
1917,Amber Heard
1918,"4 faces detected, skipping"
1919,Alx James
1920,Al Pacino
1921,Amy Schumer
1922,"0 faces detected, skipping"
1923,AnnaSophia Robb
1924,Alan Rickman
1925,"4 faces detected, skipping"
1926,Anne Bancroft
1927,Anna Paquin
1928,Aaron Paul
1929,"2 faces detected, skipping"
1930,Anna Friel
1931,Alan Alda
1932,Alessandra Ambrosio
1933,Adele
1934,"2 faces detected, skipping"
1935,Anna Kendrick
1936,"0 faces detected, skipping"
1937,Alicia Vikander
1938,Adrien Brody
1939,Anna Paquin
1940,Anne Bancroft
1941,Armin Mueller-Stahl
1942,Alexis Thorpe
1943,Amy Ryan
1944,Beyonce Knowles
1945,Amber Heard
1946,Ben Foster
1947,Benedict Cumberbatch
1948,Ben Foster
1949,Andie MacDowell
1950,Bill O Reilly
1951,Alan Alda
1952,Amy Schumer
1953,Adam Sandler
1954,AnnaSophia Robb
1955,Andrew Garfield
1956,Adam Sandler
1957,Anna Kendrick
1958,Betty White
1959,Abigail Breslin
1960,Aaron Taylor-Johnson
1961,"0 faces detected, skipping"
1962,Ava Gardner
1963,Alicia Vikander
1964,Anna Kendrick
1965,Alan Arkin
1966,Ali Larter
1967,Barbra Streisand
1968,Bette Midler
1969,Anne Hathaway
1970,Arnold Schwarzenegger
1971,Barabara Palvin
1972,Angelina Jolie
1973,Amy Schumer
1974,Andy Samberg
1975,Alec Baldwin
1976,Anthony Mackie
1977,Bette Midler
1978,Antonio Banderas
1979,Benedict Cumberbatch
1980,"0 faces detected, skipping"
1981,Anjelica Huston
1982,"0 faces detected, skipping"
1983,Anna Friel
1984,"0 faces detected, skipping"
1985,Adriana Barraza
1986,Ashton Kutcher
1987,Amy Adams
1988,Andy Samberg
1989,Amber Heard
1990,Amanda Peet
1991,Anthony Perkins
1992,Aaron Paul
1993,Ben Johnson
1994,"2 faces detected, skipping"
1995,Barabara Palvin
1996,Ashley Graham
1997,"0 faces detected, skipping"
1998,"0 faces detected, skipping"
1999,Benedict Cumberbatch
2000,Audrey Hepburn
2001,Benjamin Bratt
2002,"0 faces detected, skipping"
2003,Ali Larter
2004,"2 faces detected, skipping"
2005,Al Pacino
2006,Alx James
2007,"3 faces detected, skipping"
2008,"0 faces detected, skipping"
2009,Beyonce Knowles
2010,Amy Schumer
2011,"2 faces detected, skipping"
2012,Anthony Hopkins
2013,"0 faces detected, skipping"
2014,Anna Paquin
2015,Alan Alda
2016,Al Pacino
2017,Albert Brooks
2018,Alicia Vikander
2019,Beyonce Knowles
2020,Adele
2021,Albert Finney
2022,Bette Midler
2023,Al Pacino
2024,Anne Bancroft
2025,Angela Bassett
2026,Anna Friel
2027,Bill Hader
2028,"3 faces detected, skipping"
2029,Beyonce Knowles
2030,Amanda Seyfried
2031,Amy Adams
2032,Adrianne Palicki
2033,Alec Baldwin
2034,"5 faces detected, skipping"
2035,Bill Pullman
2036,Ben Stiller
2037,Anne Hathaway
2038,Betty White
2039,Antonio Banderas
2040,Betty White
2041,Adele
2042,"2 faces detected, skipping"
2043,"2 faces detected, skipping"
2044,Anjelica Huston
2045,Amanda Peet
2046,Alexandra Daddario
2047,Audrey Tautou
2048,"2 faces detected, skipping"
2049,Benjamin Bratt
2050,Albert Finney
2051,Analeigh Tipton
2052,Bella Hadid
2053,Ashley Graham
2054,Anne Baxter
2055,Anthony Hopkins
2056,AnnaSophia Robb
2057,Andy Garcia
2058,Bill Pullman
2059,Alexis Thorpe
2060,bella thorne
2061,Amanda Crew
2062,Art Carney
2063,"0 faces detected, skipping"
2064,Amy Ryan
2065,Alexander Skarsgard
2066,Beyonce Knowles
2067,"3 faces detected, skipping"
2068,Adam Sandler
2069,Amanda Crew
2070,Andie MacDowell
2071,Bernie Mac
2072,Andie MacDowell
2073,"2 faces detected, skipping"
2074,Beyonce Knowles
2075,Albert Finney
2076,Adele
2077,Bill Murray
2078,Anne Baxter
2079,"0 faces detected, skipping"
2080,Alexis Thorpe
2081,Ben Kingsley
2082,"3 faces detected, skipping"
2083,Bill Murray
2084,Ben Foster
2085,"0 faces detected, skipping"
2086,Bernie Mac
2087,Bill Daley
2088,Alexander Skarsgard
2089,Alexander Skarsgard
2090,Anna Paquin
2091,"0 faces detected, skipping"
2092,Bill Paxton
2093,Amber Heard
2094,Bill O Reilly
2095,Bill O Reilly
2096,"2 faces detected, skipping"
2097,Anna Faris
2098,Antonio Banderas
2099,Anthony Perkins
2100,Adriana Lima
2101,Ava Gardner
2102,Ben Foster
2103,Andie MacDowell
2104,Amanda Crew
2105,Anna Kendrick
2106,"2 faces detected, skipping"
2107,"5 faces detected, skipping"
2108,Anna Sui
2109,Barabara Palvin
2110,Ashley Graham
2111,Alan Rickman
2112,Alessandra Ambrosio
2113,Audrey Tautou
2114,Anthony Perkins
2115,Al Roker
2116,Andrew Garfield
2117,Adam Sandler
2118,Aaron Taylor-Johnson
2119,"0 faces detected, skipping"
2120,Amanda Seyfried
2121,Arnold Schwarzenegger
2122,Benedict Cumberbatch
2123,Andy Murray
2124,Benicio Del Toro
2125,Alessandra Ambrosio
2126,"0 faces detected, skipping"
2127,Ashton Kutcher
2128,Anjelica Huston
2129,Alan Rickman
2130,"3 faces detected, skipping"
2131,Benicio Del Toro
2132,Annette Bening
2133,Andrew Lincoln
2134,Anne Baxter
2135,Albert Finney
2136,Amy Adams
2137,Ben Foster
2138,Bill Paxton
2139,Arnold Schwarzenegger
2140,Aaron Paul
2141,Albert Finney
2142,Alexander Skarsgard
2143,Alicia Vikander
2144,"0 faces detected, skipping"
2145,Aaron Paul
2146,Anna Kendrick
2147,Anne Hathaway
2148,"2 faces detected, skipping"
2149,Barbra Streisand
2150,Alicia Vikander
2151,Bill Daley
2152,Alexander Skarsgard
2153,Andy Serkis
2154,Adrianne Palicki
2155,"2 faces detected, skipping"
2156,Bette Midler
2157,Barabara Palvin
2158,"0 faces detected, skipping"
2159,Albert Finney
2160,"2 faces detected, skipping"
2161,"2 faces detected, skipping"
2162,"2 faces detected, skipping"
2163,Ben Kingsley
2164,Alan Alda
2165,Adrianne Palicki
2166,"0 faces detected, skipping"
2167,Analeigh Tipton
2168,Bill Hader
2169,"2 faces detected, skipping"
2170,Andy Murray
2171,"3 faces detected, skipping"
2172,Amy Schumer
2173,Bill Murray
2174,Alan Rickman
2175,"0 faces detected, skipping"
2176,Analeigh Tipton
2177,Ashley Judd
2178,Arnold Schwarzenegger
2179,Ben Stiller
2180,Aaron Paul
2181,Abigail Breslin
2182,Anderson Cooper
2183,"0 faces detected, skipping"
2184,Bernie Mac
2185,"2 faces detected, skipping"
2186,Ali Larter
2187,Audrey Hepburn
2188,Adele
2189,Anthony Hopkins
2190,"2 faces detected, skipping"
2191,Amanda Peet
2192,Antonio Banderas
2193,Bill Paxton
2194,Alessandra Ambrosio
2195,Bette Midler
2196,Adrien Brody
2197,Amanda Peet
2198,"2 faces detected, skipping"
2199,"2 faces detected, skipping"
2200,Amy Ryan
2201,Angelina Jolie
2202,Anne Baxter
2203,"3 faces detected, skipping"
2204,Angelina Jolie
2205,Amber Heard
2206,Anne Hathaway
2207,Anne Hathaway
2208,Bernie Mac
2209,Barbra Streisand
2210,Bill O Reilly
2211,Albert Finney
2212,Ashley Greene
2213,AnnaSophia Robb
2214,Andrew Garfield
2215,"6 faces detected, skipping"
2216,Anna Paquin
2217,Angela Bassett
2218,"2 faces detected, skipping"
2219,Al Pacino
2220,Aaron Taylor-Johnson
2221,"2 faces detected, skipping"
2222,Bette Midler
2223,Adriana Barraza
2224,Ashton Kutcher
2225,Alx James
2226,"0 faces detected, skipping"
2227,Ava Gardner
2228,Angela Bassett
2229,Alec Baldwin
2230,Andrew Garfield
2231,Al Pacino
2232,Aaron Paul
2233,Alessandra Ambrosio
2234,"2 faces detected, skipping"
2235,"0 faces detected, skipping"
2236,Ava Gardner
2237,Alice Eve
2238,"0 faces detected, skipping"
2239,Alec Baldwin
2240,Amy Ryan
2241,Anna Faris
2242,Billy Bob Thornton
2243,Annette Bening
2244,Al Pacino
2245,Ben Kingsley
2246,"0 faces detected, skipping"
2247,"4 faces detected, skipping"
2248,Benjamin Bratt
2249,Amanda Peet
2250,Ashley Graham
2251,Al Roker
2252,Anne Hathaway
2253,Alexander Skarsgard
2254,Albert Finney
2255,"2 faces detected, skipping"
2256,Andreea Diaconu
2257,"0 faces detected, skipping"
2258,Anthony Mackie
2259,"0 faces detected, skipping"
2260,"0 faces detected, skipping"
2261,Andy Samberg
2262,Alexis Thorpe
2263,"6 faces detected, skipping"
2264,Anna Paquin
2265,Alessandra Ambrosio
2266,Amber Heard
2267,Ben Affleck
2268,Al Pacino
2269,Annette Bening
2270,Bill O Reilly
2271,Analeigh Tipton
2272,"0 faces detected, skipping"
2273,Alan Rickman
2274,Bill O Reilly
2275,Alexandra Daddario
2276,Alexis Thorpe
2277,Adele
2278,Adele
2279,Albert Finney
2280,Armin Mueller-Stahl
2281,"2 faces detected, skipping"
2282,Adam Sandler
2283,"6 faces detected, skipping"
2284,"2 faces detected, skipping"
2285,Anthony Hopkins
2286,Ava Gardner
2287,Antonio Banderas
2288,Barabara Palvin
2289,"0 faces detected, skipping"
2290,"3 faces detected, skipping"
2291,Amanda Bynes
2292,Analeigh Tipton
2293,Alessandra Ambrosio
2294,Andreea Diaconu
2295,Barry Pepper
2296,Aaron Taylor-Johnson
2297,Amanda Seyfried
2298,"2 faces detected, skipping"
2299,"2 faces detected, skipping"
2300,Art Carney
2301,Alan Rickman
2302,Aaron Paul
2303,Alexandra Daddario
2304,Ben Kingsley
2305,Alexandra Daddario
2306,"2 faces detected, skipping"
2307,Arnold Schwarzenegger
2308,Alice Eve
2309,Analeigh Tipton
2310,Ben Kingsley
2311,Alexis Thorpe
2312,"0 faces detected, skipping"
2313,Annette Bening
2314,"3 faces detected, skipping"
2315,"0 faces detected, skipping"
2316,Ali Larter
2317,Abigail Breslin
